,trans_date_trans_time,category,amt,city,state,lat,long,city_pop,dob,merch_lat,merch_long,gender
202731,2020-04-04 21:11:11,kids_pets,72.33,Hawthorne,CA,33.9143,-118.3493,93193,1995-04-19,33.189691,-117.559166,
164240,2019-12-24 23:23:30,entertainment,93.94,Meredith,CO,39.3199,-106.6596,61,1939-11-04,38.485007,-106.743543,
23982,2019-03-13 05:37:51,gas_transport,60.97,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,41.327237,-100.913343,
112664,2019-09-16 21:04:10,health_fitness,9.65,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,48.216395,-116.907857,
50778,2019-05-16 23:32:12,home,23.91,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.696597,-117.905904,
268945,2020-08-19 11:33:38,misc_pos,1.7,June Lake,CA,37.7773,-119.0825,633,1927-09-09,37.631495,-119.980621,M
227299,2020-06-01 07:38:32,grocery_pos,235.68,Azusa,CA,34.1248,-117.9031,59705,1983-06-23,34.412401,-118.19209,
39813,2019-04-20 13:26:49,food_dining,27.41,Newhall,CA,34.3795,-118.523,34882,1971-04-25,33.708169,-118.545022,
194581,2020-03-16 05:50:56,entertainment,102.28,Parker,CO,39.5102,-104.7216,84861,1932-03-10,38.610534,-104.583402,
150094,2019-12-08 06:11:24,grocery_pos,127.14,June Lake,CA,37.7773,-119.0825,633,1927-09-09,38.441392,-118.278931,
178157,2020-01-27 04:32:57,misc_pos,33.8,Fiddletown,CA,38.5234,-120.6763,832,1987-05-19,39.505188,-120.501056,
4821,2019-01-15 21:08:31,health_fitness,86.91,Kansas City,MO,38.9621,-94.5959,545147,1987-11-18,39.314553,-93.929669,
23283,2019-03-11 10:47:38,grocery_pos,34.92,Glendale,CA,34.1556,-118.2322,172817,1982-07-30,33.216852,-118.939428,
103638,2019-08-28 02:44:59,grocery_net,54.0,Jordan Valley,OR,42.8801,-117.281,641,1993-11-24,42.345998,-116.725435,
281578,2020-09-15 09:44:28,gas_transport,58.88,Thompson,UT,38.9999,-109.615,46,1987-04-23,38.531566,-108.910548,F
93654,2019-08-09 12:34:30,shopping_pos,223.39,American Fork,UT,40.3928,-111.7941,42384,1992-12-29,41.060383,-111.127513,
312779,2020-11-30 00:57:11,grocery_pos,158.43,Westerville,NE,41.4193,-99.3844,73,1935-02-10,42.164607,-99.236612,F
26702,2019-03-19 14:03:43,kids_pets,29.28,Oakland,CA,37.7878,-122.1884,381459,1974-01-03,37.014152,-122.001268,
236851,2020-06-19 14:57:46,food_dining,59.54,Indian Wells,CA,33.7163,-116.3381,4677,1955-05-06,34.689995,-116.06023,
116587,2019-09-26 17:42:44,misc_pos,5.17,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.686999,-118.426949,
275054,2020-08-31 19:07:50,kids_pets,7.03,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,38.917484,-92.110921,F
250325,2020-07-14 18:30:33,misc_pos,20.8,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,41.728096,-100.872112,F
206800,2020-04-14 05:47:40,shopping_pos,113.66,Kent,OR,45.0838,-120.6649,60,1942-04-03,45.418918,-120.41156,
51278,2019-05-18 09:21:41,entertainment,17.85,Indian Wells,CA,33.7163,-116.3381,4677,1955-05-06,34.348690000000005,-117.114908,
132127,2019-11-03 03:52:58,misc_net,138.37,Alva,WY,44.6873,-104.4414,110,1973-05-16,44.995645,-105.07558,
105476,2019-08-31 23:16:39,travel,8.74,Red River,NM,36.6659,-105.4694,606,1988-09-06,36.282267,-106.282638,
100088,2019-08-21 07:05:49,gas_transport,83.32,Mendon,UT,41.71,-111.9817,2078,1963-06-13,41.191866,-112.748787,
14109,2019-02-14 16:35:59,personal_care,4.72,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.24996,-94.658494,
86523,2019-07-26 23:13:34,home,6.7,Gardiner,OR,43.7857,-124.1437,260,1956-09-01,44.25135,-123.729371,
234539,2020-06-15 05:23:44,grocery_pos,210.29,American Fork,UT,40.3928,-111.7941,42384,1992-12-29,41.178781,-111.105678,
46127,2019-05-05 15:40:29,travel,8.8,San Diego,CA,32.7185,-117.1593,1241364,1987-11-30,32.68775,-118.00873,
180684,2020-02-03 19:49:24,misc_net,1.96,Redford,MO,37.3272,-91.0243,241,1974-10-27,37.964642,-90.036679,
28113,2019-03-23 11:52:54,misc_net,126.05,Athena,OR,45.8289,-118.4971,1302,1976-10-18,45.54282,-117.90144,
310668,2020-11-24 13:18:59,shopping_pos,8.19,Fullerton,NE,41.36600000000001,-98.0054,1749,1973-05-07,41.014803,-97.265374,F
309087,2020-11-21 03:15:10,grocery_pos,217.27,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,32.557778000000006,-111.06346200000002,F
184617,2020-02-17 01:59:08,grocery_net,56.35,Kissee Mills,MO,36.6704,-93.0377,1201,1980-03-18,36.578138,-92.96112,
270869,2020-08-23 20:41:54,home,2.38,Hooper,NE,41.6414,-96.5232,1745,1973-12-26,42.042622,-97.22064,
322744,2020-12-11 20:45:26,kids_pets,50.99,Ashford,WA,46.7531,-121.9898,759,1956-09-14,47.65803,-122.896014,F
209429,2020-04-20 18:07:37,misc_pos,34.08,North Loup,NE,41.4972,-98.7858,509,1980-09-15,42.413416,-98.331728,
333080,2020-12-23 17:22:38,home,44.05,Camden,MO,39.2048,-94.0259,464,1959-05-28,39.881645,-93.746091,M
163174,2019-12-23 13:50:04,food_dining,2.88,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.038381,-94.830093,
258209,2020-07-29 23:43:15,shopping_net,6.21,Hawthorne,CA,33.9143,-118.3493,93193,1995-04-19,34.553891,-117.426888,M
310242,2020-11-23 17:26:25,personal_care,24.98,Gardiner,OR,43.7857,-124.1437,260,1956-09-01,43.244388,-123.33802,F
288080,2020-10-01 02:57:55,shopping_net,3.44,San Diego,CA,33.0067,-117.069,1241364,1959-08-05,33.479958,-117.445869,M
64949,2019-06-14 19:30:49,travel,4.22,Altonah,UT,40.3207,-110.436,302,1990-01-17,39.575888,-110.80066399999998,
260683,2020-08-03 21:20:15,shopping_net,8.55,Crownpoint,NM,35.7206,-108.0271,5662,1989-04-08,35.713943,-107.311106,M
1570,2019-01-06 05:01:12,shopping_pos,123.04,Meadville,MO,39.7795,-93.3014,964,1974-12-23,39.92228,-92.730836,
57200,2019-05-30 18:07:20,personal_care,181.77,Laramie,WY,41.4247,-105.4781,35371,1988-09-02,41.753335,-105.171435,
188072,2020-02-28 13:19:09,kids_pets,2.67,Monitor,WA,47.4852,-120.4158,584,1969-03-20,46.75448,-119.670629,
214568,2020-05-03 15:42:50,health_fitness,4.16,Cascade Locks,OR,45.67100000000001,-121.8686,1288,1936-05-01,45.20935,-122.614111,
165002,2019-12-26 07:01:22,misc_pos,29.04,Alva,WY,44.6873,-104.4414,110,1973-05-16,45.679291,-105.185809,
90164,2019-08-02 20:42:35,shopping_net,5.94,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,33.794884,-119.018906,
282653,2020-09-18 13:02:14,misc_pos,3.42,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,40.322263,-101.936264,F
183741,2020-02-14 18:36:08,shopping_net,28.71,Redford,MO,37.3272,-91.0243,241,1974-10-27,36.999836,-90.509073,
279668,2020-09-11 07:23:21,gas_transport,59.72,Port Costa,CA,38.046,-122.1866,198,1959-03-31,37.530711,-121.198467,M
174882,2020-01-17 09:04:40,gas_transport,84.78,Corona,CA,33.8419,-117.6043,233717,1966-05-22,34.072327,-117.280457,
3267,2019-01-11 11:01:59,gas_transport,58.95,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,43.743054,-122.918358,
276419,2020-09-03 11:45:04,grocery_pos,225.41,Lakeport,CA,39.047,-122.9328,11256,1972-10-18,38.533927,-122.519037,F
74869,2019-07-03 20:09:24,entertainment,7.6,Hawthorne,CA,33.9143,-118.3493,93193,1995-04-19,33.39501,-119.213848,
265656,2020-08-12 23:42:16,health_fitness,76.27,Fort Washakie,WY,43.0048,-108.8964,1645,1976-02-26,42.144483,-109.285284,M
123265,2019-10-13 00:19:41,grocery_pos,85.48,Thompson,UT,38.9999,-109.615,46,1987-04-23,39.339838,-110.490673,
287109,2020-09-28 20:44:53,misc_pos,31.92,Hooper,NE,41.6414,-96.5232,1745,1973-12-26,41.360527000000005,-96.481645,F
235505,2020-06-16 13:03:16,travel,42.36,Manley,NE,40.9207,-96.168,206,1967-10-04,41.174522,-96.018192,
254783,2020-07-23 16:03:30,kids_pets,10.16,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.257432,-93.216314,F
231220,2020-06-08 15:00:35,travel,1.27,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,48.104415,-116.68419,
303807,2020-11-08 16:45:25,personal_care,44.4,Roseland,NE,40.4591,-98.5551,463,1948-05-31,41.086965,-98.689344,M
125140,2019-10-17 14:36:08,travel,7.76,Syracuse,MO,38.6547,-92.8929,628,1961-12-18,38.728653,-92.739651,
251984,2020-07-18 16:42:44,home,3.67,Wales,AK,64.7556,-165.6723,145,1939-11-09,63.914713,-166.11643600000002,M
291129,2020-10-08 13:25:55,kids_pets,177.51,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,32.972837,-111.570872,F
106291,2019-09-02 02:47:09,grocery_net,45.29,Oakland,CA,37.7878,-122.1884,381459,1974-01-03,38.058501,-122.16983700000002,
250482,2020-07-14 22:03:38,shopping_pos,5.25,Laramie,WY,41.4247,-105.4781,35371,1988-09-02,40.474981,-105.037712,F
122139,2019-10-10 08:29:46,grocery_pos,80.25,Honokaa,HI,20.0827,-155.488,4878,1966-12-03,20.915239,-154.54376499999998,
40484,2019-04-21 18:04:45,home,179.84,Clarksville,MO,39.3465,-90.9362,1146,1929-04-07,38.821103,-91.6776,
269545,2020-08-20 23:07:00,home,25.92,Moab,UT,38.5677,-109.5271,9772,1989-11-24,38.373278000000006,-109.887252,M
299597,2020-10-28 19:27:00,shopping_net,10.17,Napa,CA,38.4549,-122.2564,94014,1985-08-21,37.937555,-123.126595,F
262896,2020-08-08 14:19:11,personal_care,20.58,Burlington,WA,48.4786,-122.3345,14871,1974-03-10,48.593251,-121.990967,F
334040,2020-12-25 08:36:21,grocery_pos,98.27,Meadville,MO,39.7795,-93.3014,964,1974-12-23,40.652327,-94.254467,M
167685,2019-12-29 11:08:55,shopping_net,30.67,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,43.19134,-122.056763,
131583,2019-11-02 02:59:53,misc_pos,2.17,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,33.886099,-111.708815,
154955,2019-12-14 06:50:16,shopping_pos,7.05,Loving,NM,32.274,-104.0914,1925,1952-05-26,31.736509,-104.195705,
227820,2020-06-01 23:03:04,health_fitness,7.54,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,43.592275,-123.460248,
177960,2020-01-26 16:38:37,health_fitness,57.93,Browning,MO,40.029,-93.1607,602,1954-07-14,39.601141,-93.379005,
75619,2019-07-05 15:35:36,home,20.39,Howells,NE,41.6964,-96.9858,1063,1928-04-02,42.155803000000006,-95.992426,
10794,2019-02-04 13:35:03,home,32.59,Meridian,ID,43.6498,-116.4306,84106,1971-02-11,43.598966,-116.152152,
99957,2019-08-20 21:41:46,kids_pets,32.99,Sun City,CA,33.7467,-117.1721,54287,1972-09-22,32.868287,-116.821328,
30860,2019-03-30 01:57:08,shopping_net,92.73,Kissee Mills,MO,36.6704,-93.0377,1201,1980-03-18,37.251366,-92.34808,
275374,2020-09-01 04:59:25,gas_transport,78.69,Lakeport,CA,39.047,-122.9328,11256,1972-10-18,39.353965,-123.071362,F
81332,2019-07-15 22:12:00,entertainment,113.52,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,46.241727,-116.190928,
278665,2020-09-08 13:49:58,kids_pets,20.35,Gardiner,OR,43.7857,-124.1437,260,1956-09-01,43.531209,-124.574976,F
47136,2019-05-07 15:46:42,home,43.48,Ruidoso,NM,33.3305,-105.6933,8874,2000-08-16,34.023666,-104.88176,
125076,2019-10-17 11:08:38,gas_transport,50.89,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,47.981732,-117.758291,
60203,2019-06-05 06:17:40,gas_transport,84.34,Utica,MO,39.7417,-93.6289,271,1972-04-18,39.912368,-93.245874,
83557,2019-07-20 23:08:57,food_dining,56.62,Fort Washakie,WY,43.0048,-108.8964,1645,1976-02-26,42.106033,-107.976521,
264189,2020-08-10 14:34:43,misc_pos,18.35,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,43.513593,-107.322017,M
2022,2019-01-07 11:45:33,grocery_pos,202.59,Laramie,WY,41.4247,-105.4781,35371,1988-09-02,40.885612,-104.984346,
224164,2020-05-25 22:12:22,personal_care,72.27,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,33.521543,-111.510506,
311036,2020-11-25 06:56:46,gas_transport,82.16,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,34.150009999999995,-117.761201,M
56447,2019-05-28 21:54:26,shopping_net,6.99,Burbank,WA,46.1966,-118.9017,3684,1981-11-29,45.245086,-118.943257,
250617,2020-07-15 06:24:55,grocery_pos,124.88,Brainard,NE,41.1832,-96.9882,614,1967-06-20,41.973526,-96.945885,M
290100,2020-10-05 22:34:34,shopping_pos,2.68,Owensville,MO,38.3511,-91.4867,6703,1998-05-20,38.776122,-90.495666,
1506,2019-01-06 00:32:34,grocery_pos,136.18,North Loup,NE,41.4972,-98.7858,509,1980-09-15,41.964873,-98.599757,
338428,2020-12-30 00:28:40,misc_net,2.0,Weeping Water,NE,40.8731,-96.1528,1517,1951-11-08,41.21925,-95.683256,M
244001,2020-07-03 09:02:03,misc_net,3.07,San Diego,CA,32.7185,-117.1593,1241364,1987-11-30,32.901779,-117.312067,M
58438,2019-06-02 03:13:00,grocery_pos,142.84,Freedom,WY,43.0172,-111.0292,471,1967-08-02,42.31608,-111.635585,
69697,2019-06-23 15:59:06,home,15.53,Norwalk,CA,33.9056,-118.0818,105549,1973-09-22,33.170515,-117.948194,
173198,2020-01-11 19:47:41,home,91.67,Athena,OR,45.8289,-118.4971,1302,1976-10-18,44.950873,-119.062935,
282,2019-01-01 15:35:26,entertainment,79.04,Jordan Valley,OR,42.8801,-117.281,641,1993-11-24,43.628308,-117.472283,
137055,2019-11-15 11:47:39,gas_transport,51.94,Aurora,CO,39.6662,-104.835,389246,1969-12-12,40.444708,-105.572623,
267667,2020-08-17 09:22:00,shopping_pos,6.22,Mound City,MO,40.1362,-95.2138,1631,1953-01-20,40.003355,-94.325368,F
123035,2019-10-12 15:23:29,travel,8.97,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.538078000000006,-93.197125,
72351,2019-06-29 05:03:07,grocery_pos,130.3,Mesa,ID,44.6255,-116.4493,129,1965-12-15,44.440276,-115.500158,
137874,2019-11-17 05:24:01,grocery_pos,45.92,Newberg,OR,45.3099,-122.9685,28278,1977-07-17,44.659046,-122.52488999999998,
314752,2020-12-01 18:43:15,personal_care,45.59,Blairstown,MO,38.5319,-93.9221,467,1950-05-27,38.279444,-94.5064,F
168048,2019-12-29 18:28:18,misc_pos,8.71,Espanola,NM,35.9866,-106.0654,18408,1972-07-18,36.510704,-105.697221,
165987,2019-12-27 17:35:50,shopping_pos,7.01,Conway,WA,48.34,-122.3456,85,1984-09-01,48.602733,-121.978646,
76381,2019-07-07 00:52:47,grocery_pos,118.6,Fields Landing,CA,40.7268,-124.2174,276,1929-05-06,39.953008,-125.05438999999998,
86451,2019-07-26 19:37:42,health_fitness,210.16,Littleton,CO,39.5994,-105.0044,320420,1975-07-31,38.808134,-104.460803,
200137,2020-03-29 14:37:15,home,79.82,Conway,WA,48.34,-122.3456,85,1984-09-01,48.589896,-122.122584,
304497,2020-11-09 20:47:10,misc_net,150.65,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,48.15404,-117.244022,M
13387,2019-02-12 08:13:04,gas_transport,51.87,Roseland,NE,40.4591,-98.5551,463,1948-05-31,41.349383,-97.817384,
126771,2019-10-21 04:26:50,shopping_net,5.2,Cardwell,MO,36.0434,-90.2907,1120,1957-04-17,36.334277,-89.500723,
90080,2019-08-02 16:58:03,shopping_pos,154.72,Independence,MO,39.1412,-94.3515,123373,1992-11-27,39.114843,-94.28566,
79798,2019-07-13 14:28:57,kids_pets,17.52,North Loup,NE,41.4972,-98.7858,509,1980-09-15,41.805135,-99.129475,
315296,2020-12-02 10:47:21,gas_transport,101.76,Llano,NM,36.1486,-105.6648,247,1961-10-24,36.853673,-105.047938,F
202035,2020-04-02 17:59:25,personal_care,1.89,Red River,NM,36.6659,-105.4694,606,1988-09-06,35.671465000000005,-104.689743,
337801,2020-12-29 13:29:13,health_fitness,16.6,Llano,NM,36.1486,-105.6648,247,1961-10-24,35.69024,-106.066063,F
73892,2019-07-01 14:17:58,home,8.33,Mendon,UT,41.71,-111.9817,2078,1963-06-13,41.844071,-111.441381,
311390,2020-11-26 14:53:34,travel,3.07,High Rolls Mountain Park,NM,32.9396,-105.8189,899,1967-08-30,33.522636,-105.271377,M
234690,2020-06-15 11:32:12,shopping_pos,9.09,Mendon,UT,41.71,-111.9817,2078,1963-06-13,41.082171,-111.807996,
10005,2019-02-02 08:00:43,grocery_pos,130.65,Monitor,WA,47.4852,-120.4158,584,1969-03-20,47.912081,-121.097059,
151507,2019-12-09 12:11:31,shopping_net,8.67,Ruidoso,NM,33.3305,-105.6933,8874,2000-08-16,34.126392,-105.487174,
46738,2019-05-06 16:40:07,shopping_pos,11.21,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.874811,-117.383022,
150489,2019-12-08 14:26:09,health_fitness,15.34,Phoenix,AZ,33.8155,-112.1202,1312922,1999-11-30,33.814881,-111.217966,
29485,2019-03-25 21:35:53,shopping_net,7.63,Rock Springs,WY,41.606,-109.23,27971,1984-08-01,40.991986,-108.852296,
85464,2019-07-24 11:37:57,grocery_net,82.57,Newhall,CA,34.3795,-118.523,34882,1971-04-25,34.848035,-117.715308,
177397,2020-01-25 06:41:19,shopping_net,98.9,Kissee Mills,MO,36.6704,-93.0377,1201,1980-03-18,36.976646,-92.945478,
320155,2020-12-08 08:50:28,misc_pos,3.62,Humboldt,AZ,34.5189,-112.2523,1179,1955-01-20,33.520405,-111.894276,F
153633,2019-12-12 13:22:27,home,21.74,Moriarty,NM,34.9889,-106.0609,7268,1988-08-04,34.158295,-106.799299,
268095,2020-08-17 23:12:37,food_dining,41.26,Westerville,NE,41.4193,-99.3844,73,1935-02-10,42.057067,-100.076568,F
312213,2020-11-28 23:13:56,home,73.9,Palmdale,CA,34.5715,-118.0231,171170,1963-06-04,34.948531,-117.398227,M
194834,2020-03-16 16:13:07,personal_care,33.79,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.458297,-119.020448,
31324,2019-03-31 00:39:09,misc_net,1.68,High Rolls Mountain Park,NM,32.9396,-105.8189,899,1967-08-30,32.243883000000004,-105.733795,
115405,2019-09-23 12:03:02,entertainment,43.8,Moriarty,NM,34.9889,-106.0609,7268,1988-08-04,35.20025,-106.889912,
282039,2020-09-16 10:53:28,grocery_net,55.55,Lonetree,WY,41.0552,-110.1603,49,1981-07-05,41.268279,-110.746586,M
28188,2019-03-23 14:13:24,shopping_pos,1.64,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,39.318006,-94.702903,
100313,2019-08-21 21:53:32,health_fitness,79.7,Helm,CA,36.4992,-120.0936,123,1973-02-07,37.348825,-120.660876,
23900,2019-03-12 21:19:04,shopping_net,8.73,Smith River,CA,41.9404,-124.1587,1930,1983-06-13,42.467522,-123.303115,
102198,2019-08-25 13:51:08,health_fitness,87.47,Sixes,OR,42.825,-124.4409,217,1928-10-01,42.672457,-125.029633,
155522,2019-12-14 20:27:51,shopping_net,3.77,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,43.299666,-108.212181,
231766,2020-06-09 10:23:51,gas_transport,42.8,Fullerton,NE,41.36600000000001,-98.0054,1749,1973-05-07,42.291658,-97.446593,
945,2019-01-04 00:58:03,grocery_net,14.37,Wales,AK,64.7556,-165.6723,145,1939-11-09,65.65414200000001,-164.722603,
122208,2019-10-10 13:58:46,home,23.01,Unionville,MO,40.4815,-92.9951,3805,1950-09-15,40.45787,-93.366263,
130637,2019-10-30 10:13:05,grocery_pos,84.59,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.682755,-94.749419,
54490,2019-05-25 16:30:54,health_fitness,100.87,Luray,MO,40.4931,-91.8912,519,1966-02-13,41.181996000000005,-91.495574,
184963,2020-02-17 22:21:00,home,9.02,Woods Cross,UT,40.8874,-111.9027,13983,1979-08-14,40.203323,-112.14038899999998,
114002,2019-09-20 20:41:29,kids_pets,28.67,Jelm,WY,41.0539,-106.0763,100,1974-04-16,41.064956,-105.390222,
216639,2020-05-08 16:28:34,kids_pets,4.37,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,39.162136,-93.48072,
83242,2019-07-20 11:26:33,gas_transport,53.05,Arnold,MO,38.4305,-90.387,35439,1985-03-31,38.233818,-90.772909,
141043,2019-11-24 15:37:48,food_dining,5.57,Tekoa,WA,47.2271,-117.0819,895,1999-05-31,46.502939000000005,-116.782699,
3485,2019-01-12 07:52:33,gas_transport,75.01,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,42.918272,-108.783265,
73791,2019-07-01 11:24:57,grocery_net,78.42,Rock Springs,WY,41.606,-109.23,27971,1984-08-01,40.902285,-109.736242,
173894,2020-01-13 13:28:32,personal_care,23.6,Meredith,CO,39.3199,-106.6596,61,1939-11-04,39.944646,-106.81397,
290106,2020-10-05 22:58:56,personal_care,15.38,Newhall,CA,34.3795,-118.523,34882,1971-04-25,35.003864,-117.920988,F
166428,2019-12-28 05:37:56,misc_pos,2.92,Cascade Locks,OR,45.67100000000001,-121.8686,1288,1936-05-01,44.878795,-121.123649,
261899,2020-08-06 05:24:31,gas_transport,74.81,Redford,MO,37.3272,-91.0243,241,1974-10-27,36.811557,-90.45216,F
333058,2020-12-23 16:15:38,health_fitness,27.46,Saint Louis,MO,38.6171,-90.4504,927396,1960-03-12,38.759182,-91.091223,F
171409,2020-01-05 17:38:29,personal_care,96.04,Colorado Springs,CO,38.8881,-104.6556,525713,1992-05-09,39.047941,-103.679472,
254654,2020-07-23 07:21:47,gas_transport,50.24,Shedd,OR,44.453,-123.1065,917,1995-07-08,45.002605,-122.648397,F
122673,2019-10-11 18:56:52,shopping_pos,40.25,Laramie,WY,41.4247,-105.4781,35371,1988-09-02,41.284251,-104.896273,
117336,2019-09-28 17:52:30,misc_pos,2.57,Rocky Mount,MO,38.2911,-92.7059,1847,1988-10-26,37.878596,-91.847843,
30447,2019-03-28 22:04:30,food_dining,76.48,Superior,AZ,33.2887,-111.0985,2872,1987-10-28,32.30519,-110.493954,
204503,2020-04-08 10:23:11,misc_net,7.51,Hatch,UT,37.7175,-112.4777,258,1961-11-24,36.905066,-113.297238,
139710,2019-11-21 15:07:52,personal_care,69.94,Fiddletown,CA,38.5234,-120.6763,832,1987-05-19,39.471736,-119.881039,
130958,2019-10-31 11:44:59,shopping_pos,4.93,Campbell,NE,40.2967,-98.737,493,1940-09-13,39.817174,-99.643,
338012,2020-12-29 16:57:07,shopping_net,3.13,San Jose,CA,37.3304,-121.7913,973849,1997-01-18,37.338834000000006,-121.304976,F
66883,2019-06-17 16:23:57,personal_care,112.7,Meredith,CO,39.3199,-106.6596,61,1939-11-04,40.12922,-106.056198,
139994,2019-11-22 10:35:12,grocery_pos,188.75,Issaquah,WA,47.4974,-122.0107,50489,1984-02-29,46.73591,-121.23463999999998,
263617,2020-08-09 18:07:57,shopping_net,8.46,Glendale,CA,34.1556,-118.2322,172817,1982-07-30,33.695981,-118.96711299999998,M
285817,2020-09-26 04:50:09,misc_net,19.69,Sun City,CA,33.7467,-117.1721,54287,1972-09-22,32.750535,-116.659231,F
79946,2019-07-13 19:09:09,health_fitness,75.47,Fiddletown,CA,38.5234,-120.6763,832,1987-05-19,37.791417,-120.01987,
76656,2019-07-07 13:06:55,food_dining,10.34,Westerville,NE,41.4193,-99.3844,73,1935-02-10,41.301632,-100.193857,
99886,2019-08-20 17:45:05,entertainment,77.04,Utica,MO,39.7417,-93.6289,271,1972-04-18,40.567481,-93.644927,
243951,2020-07-03 04:43:45,shopping_net,9.95,Brainard,NE,41.1832,-96.9882,614,1967-06-20,41.272145,-97.311026,M
78383,2019-07-10 13:40:59,food_dining,62.66,Phoenix,AZ,33.5623,-112.0559,1312922,1981-10-24,33.519921000000004,-112.082628,
167084,2019-12-28 20:32:40,misc_pos,567.59,Fort Washakie,WY,43.0048,-108.8964,1645,1986-02-17,42.734856,-109.726966,
249941,2020-07-14 06:48:42,gas_transport,54.8,Mound City,MO,40.1362,-95.2138,1631,1953-01-20,39.276409,-96.172248,F
53476,2019-05-23 09:11:07,gas_transport,65.75,San Diego,CA,33.0067,-117.069,1241364,1959-08-05,32.620844,-116.302786,
143966,2019-11-30 21:30:24,kids_pets,40.03,Sutherland,NE,41.1558,-101.136,1789,1982-02-11,40.697644,-101.694159,
199065,2020-03-26 08:42:56,misc_pos,78.06,Issaquah,WA,47.4974,-122.0107,50489,1984-02-29,47.451875,-122.918147,
202414,2020-04-03 21:07:46,food_dining,85.39,Altonah,UT,40.3207,-110.436,302,1990-01-17,39.768196,-109.548598,
231711,2020-06-09 07:35:35,grocery_pos,183.05,Sun City,CA,33.7467,-117.1721,54287,1972-09-22,33.83398,-117.051458,
143786,2019-11-30 17:13:19,home,59.15,Rock Springs,WY,41.606,-109.23,27971,1984-08-01,41.816851,-108.470337,
176497,2020-01-21 20:47:53,kids_pets,83.43,Kansas City,MO,38.9621,-94.5959,545147,1987-11-18,39.219746,-94.583574,
17311,2019-02-25 12:27:14,entertainment,72.74,Carroll,NE,42.277,-97.1926,566,1975-01-26,41.304178,-97.395182,
290924,2020-10-07 20:45:23,food_dining,74.54,Mendon,UT,41.71,-111.9817,2078,1963-06-13,40.742791,-112.069392,F
204227,2020-04-07 17:46:26,entertainment,26.2,Utica,MO,39.7417,-93.6289,271,1972-04-18,40.00039,-93.461892,
11313,2019-02-05 17:20:22,shopping_pos,6.8,Redford,MO,37.3272,-91.0243,241,1974-10-27,36.428293,-91.727276,
216155,2020-05-07 01:08:51,grocery_pos,86.63,Fort Washakie,WY,43.0048,-108.8964,1645,1986-02-17,43.754952,-109.131607,
16769,2019-02-23 23:14:03,kids_pets,45.51,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.161385,-94.563654,
250776,2020-07-15 16:44:35,food_dining,20.8,Moab,UT,38.5677,-109.5271,9772,1989-11-24,39.013308,-109.278543,M
288765,2020-10-03 02:22:05,gas_transport,81.97,Colorado Springs,CO,38.8881,-104.6556,525713,1992-05-09,38.906459000000005,-105.536904,F
12644,2019-02-10 16:06:15,home,23.5,Arnold,MO,38.4305,-90.387,35439,1985-03-31,37.767198,-89.413657,
231337,2020-06-08 18:19:03,home,108.08,Manley,NE,40.9207,-96.168,206,1967-10-04,40.733098,-95.989046,
93293,2019-08-08 15:02:24,home,56.08,Laramie,WY,41.4247,-105.4781,35371,1988-09-02,41.504647,-106.455746,
153391,2019-12-12 02:26:56,gas_transport,70.12,Alva,WY,44.6873,-104.4414,110,1973-05-16,43.844892,-104.329306,
275098,2020-08-31 20:13:20,home,93.83,Manville,WY,42.73,-104.7024,241,1980-12-16,42.759076,-104.639387,F
297094,2020-10-23 00:12:51,shopping_pos,6.71,Wales,AK,64.7556,-165.6723,145,1939-11-09,65.591392,-164.8431,M
100871,2019-08-23 07:15:47,gas_transport,116.57,Mendon,UT,41.71,-111.9817,2078,1963-06-13,41.247413,-111.778092,
